home_win,home_team_tricode,arena,attendance,sellout,gameTimeET,gameTimeUTC,duration
1,BOS,TD Garden,19156,1,2024-04-14T13:00:00Z,2024-04-14T17:00:00Z,2:02
0,CHI,United Center,20313,0,2024-02-22T20:00:00Z,2024-02-23T01:00:00Z,2:03
1,WAS,Capital One Arena,15208,0,2023-12-15T19:00:00Z,2023-12-16T00:00:00Z,2:17
1,ORL,Kia Center,19259,1,2024-02-14T19:00:00Z,2024-02-15T00:00:00Z,2:08
1,BKN,Barclays Center,17966,1,2023-12-02T19:00:00Z,2023-12-03T00:00:00Z,2:20
0,POR,Moda Center,19335,1,2024-04-11T22:00:00Z,2024-04-12T02:00:00Z,2:06
1,NYK,Madison Square Garden,19812,1,2024-01-01T15:00:00Z,2024-01-01T20:00:00Z,2:28
1,IND,Gainbridge Fieldhouse,16744,0,2023-11-03T19:00:00Z,2023-11-03T23:00:00Z,2:20
1,DET,Little Caesars Arena,19011,0,2024-03-07T19:00:00Z,2024-03-08T00:00:00Z,2:14
1,DEN,Ball Arena,19628,1,2024-02-28T21:00:00Z,2024-02-29T02:00:00Z,2:03
1,NYK,Madison Square Garden,19812,1,2024-01-09T19:30:00Z,2024-01-10T00:30:00Z,2:05
0,POR,Moda Center,18187,0,2023-11-05T21:00:00Z,2023-11-06T02:00:00Z,2:14
0,MIA,Kaseya Center,19819,1,2023-12-18T19:30:00Z,2023-12-19T00:30:00Z,2:11
0,SAS,Frost Bank Center,18354,1,2024-02-03T20:30:00Z,2024-02-04T01:30:00Z,2:17
1,NYK,Madison Square Garden,19812,1,2024-04-04T19:30:00Z,2024-04-04T23:30:00Z,2:28
0,OKC,Paycom Center,17438,0,2024-03-27T20:00:00Z,2024-03-28T00:00:00Z,2:33
1,LAL,Crypto.com Arena,18997,1,2023-11-19T21:30:00Z,2023-11-20T02:30:00Z,2:22
0,BOS,TD Garden,19156,1,2024-01-27T19:00:00Z,2024-01-28T00:00:00Z,2:03
0,CLE,Rocket Mortgage FieldHouse,19432,1,2024-03-20T19:00:00Z,2024-03-20T23:00:00Z,2:15
0,OKC,Paycom Center,18203,1,2023-10-29T15:30:00Z,2023-10-29T19:30:00Z,2:00
0,TOR,Scotiabank Arena,19312,0,2024-01-18T19:30:00Z,2024-01-19T00:30:00Z,2:13
1,ORL,Kia Center,18846,1,2024-03-17T18:00:00Z,2024-03-17T22:00:00Z,2:10
1,PHI,Wells Fargo Center,19796,1,2024-04-09T19:00:00Z,2024-04-09T23:00:00Z,2:08
1,ATL,State Farm Arena,17503,1,2024-02-10T19:30:00Z,2024-02-11T00:30:00Z,2:19
1,LAC,Crypto.com Arena,17102,0,2023-12-11T22:30:00Z,2023-12-12T03:30:00Z,2:28
0,DAL,American Airlines Center,20277,1,2024-01-22T20:30:00Z,2024-01-23T01:30:00Z,2:07
0,WAS,Capital One Arena,16276,0,2023-11-25T19:00:00Z,2023-11-26T00:00:00Z,2:03
1,OKC,Paycom Center,18203,0,2024-03-20T20:00:00Z,2024-03-21T00:00:00Z,2:16
0,DAL,American Airlines Center,20063,1,2023-11-08T20:30:00Z,2023-11-09T01:30:00Z,2:19
1,SAC,Golden 1 Center,17941,1,2024-01-05T22:00:00Z,2024-01-06T03:00:00Z,2:22
1,MIN,Target Center,18024,1,2024-01-12T20:00:00Z,2024-01-13T01:00:00Z,2:11
1,LAL,Crypto.com Arena,18997,1,2024-03-04T22:30:00Z,2024-03-05T03:30:00Z,2:05
1,LAL,Crypto.com Arena,18997,1,2023-11-12T22:00:00Z,2023-11-13T03:00:00Z,2:11
1,MIA,Kaseya Center,19600,1,2023-12-13T19:30:00Z,2023-12-14T00:30:00Z,2:04
0,PHI,Wells Fargo Center,19758,1,2024-02-09T19:00:00Z,2024-02-10T00:00:00Z,2:23
1,OKC,Paycom Center,17509,0,2024-04-09T20:00:00Z,2024-04-10T00:00:00Z,2:16
0,GSW,Chase Center,18064,1,2024-03-22T22:00:00Z,2024-03-23T02:00:00Z,2:13
0,LAC,Crypto.com Arena,17071,0,2023-11-27T22:30:00Z,2023-11-28T03:30:00Z,2:26
0,ORL,Kia Center,19301,1,2024-01-22T19:00:00Z,2024-01-23T00:00:00Z,2:12
1,CHI,United Center,21345,1,2024-01-05T20:00:00Z,2024-01-06T01:00:00Z,2:06
1,SAC,Golden 1 Center,17829,1,2023-11-13T22:00:00Z,2023-11-14T03:00:00Z,2:17
0,DAL,American Airlines Center,20200,1,2024-03-05T20:30:00Z,2024-03-06T01:30:00Z,2:14
0,POR,Moda Center,18480,0,2024-03-11T22:30:00Z,2024-03-12T02:30:00Z,1:53
1,ATL,State Farm Arena,17899,1,2024-04-03T19:30:00Z,2024-04-03T23:30:00Z,2:07
0,PHI,Wells Fargo Center,19764,1,2024-02-05T19:00:00Z,2024-02-06T00:00:00Z,2:09
0,SAS,Frost Bank Center,18354,1,2023-12-17T15:30:00Z,2023-12-17T20:30:00Z,2:06
0,GSW,Chase Center,18064,1,2024-01-27T20:30:00Z,2024-01-28T01:30:00Z,3:18
1,MIA,Kaseya Center,19866,1,2023-11-16T19:30:00Z,2023-11-17T00:30:00Z,2:17
0,UTA,Delta Center,18206,1,2024-03-25T21:00:00Z,2024-03-26T01:00:00Z,2:05
1,NOP,Smoothie King Center,15884,0,2023-11-02T20:00:00Z,2023-11-03T00:00:00Z,2:21
1,NYK,Madison Square Garden,19466,0,2024-01-18T19:30:00Z,2024-01-19T00:30:00Z,2:25
1,SAS,Frost Bank Center,18354,1,2023-10-27T20:00:00Z,2023-10-28T00:00:00Z,2:38
0,WAS,Capital One Arena,20333,1,2024-03-17T18:00:00Z,2024-03-17T22:00:00Z,2:16
1,NYK,Madison Square Garden,19812,1,2024-01-20T19:30:00Z,2024-01-21T00:30:00Z,2:11
1,CHA,Spectrum Center,19090,1,2024-03-09T19:00:00Z,2024-03-10T00:00:00Z,2:08
0,TOR,Scotiabank Arena,18376,0,2024-03-25T19:30:00Z,2024-03-25T23:30:00Z,2:08
0,DAL,American Airlines Center,20150,1,2023-12-01T19:30:00Z,2023-12-02T00:30:00Z,2:08
1,IND,Gainbridge Fieldhouse,15699,0,2024-01-25T19:00:00Z,2024-01-26T00:00:00Z,2:30
0,MEM,FedExForum,16941,0,2023-12-15T20:00:00Z,2023-12-16T01:00:00Z,2:20
0,CLE,Rocket Mortgage FieldHouse,19432,1,2024-02-12T19:00:00Z,2024-02-13T00:00:00Z,2:22
1,HOU,Toyota Center,16481,0,2023-12-11T20:00:00Z,2023-12-12T01:00:00Z,2:07
1,BOS,TD Garden,19156,1,2024-04-12T19:30:00Z,2024-04-12T23:30:00Z,1:57
1,OKC,Paycom Center,16127,0,2023-10-30T20:00:00Z,2023-10-31T00:00:00Z,2:18
1,ATL,State Farm Arena,17447,1,2024-01-15T15:30:00Z,2024-01-15T20:30:00Z,2:17
1,BOS,TD Garden,19156,1,2024-01-30T19:30:00Z,2024-01-31T00:30:00Z,2:25
0,CHI,United Center,19258,0,2023-11-20T20:00:00Z,2023-11-21T01:00:00Z,2:09
1,NOP,Smoothie King Center,17484,1,2024-03-28T20:00:00Z,2024-03-29T00:00:00Z,2:20
1,DAL,American Airlines Center,20211,1,2024-04-04T19:30:00Z,2024-04-04T23:30:00Z,2:09
0,BKN,Barclays Center,17304,0,2024-02-08T19:30:00Z,2024-02-09T00:30:00Z,2:03
1,IND,Gainbridge Fieldhouse,16761,0,2023-12-20T19:00:00Z,2023-12-21T00:00:00Z,2:11
1,OKC,Paycom Center,18203,1,2024-03-14T22:00:00Z,2024-03-15T02:00:00Z,2:26
1,DEN,Ball Arena,19621,1,2024-03-31T15:30:00Z,2024-03-31T19:30:00Z,2:07
1,PHX,Footprint Center,17071,1,2023-11-22T22:00:00Z,2023-11-23T03:00:00Z,2:43
1,DAL,American Airlines Center,20020,1,2024-01-29T20:30:00Z,2024-01-30T01:30:00Z,2:35
0,SAC,Golden 1 Center,17874,1,2023-12-20T22:00:00Z,2023-12-21T03:00:00Z,2:11
0,WAS,Capital One Arena,18308,0,2024-02-02T19:00:00Z,2024-02-03T00:00:00Z,2:24
1,CHI,United Center,20949,1,2024-02-06T20:00:00Z,2024-02-07T01:00:00Z,2:40
1,MIN,Target Center,18024,1,2024-04-02T20:00:00Z,2024-04-03T00:00:00Z,2:13
1,LAC,Crypto.com Arena,19370,1,2024-04-07T15:30:00Z,2024-04-07T19:30:00Z,2:19
1,PHI,Wells Fargo Center,19765,1,2023-11-06T19:00:00Z,2023-11-07T00:00:00Z,2:14
0,CHA,Spectrum Center,14173,0,2024-01-10T19:00:00Z,2024-01-11T00:00:00Z,2:03
1,NYK,Madison Square Garden,19812,1,2024-01-25T19:30:00Z,2024-01-26T00:30:00Z,2:05
1,MEM,FedExForum,15327,0,2023-11-29T20:00:00Z,2023-11-30T01:00:00Z,2:06
0,ORL,Kia Center,18307,0,2024-03-23T19:00:00Z,2024-03-23T23:00:00Z,2:18
0,LAC,Crypto.com Arena,19370,1,2024-04-10T22:30:00Z,2024-04-11T02:30:00Z,2:03
1,PHX,Footprint Center,17071,1,2024-02-13T22:00:00Z,2024-02-14T03:00:00Z,2:28
1,SAC,Golden 1 Center,17794,1,2023-12-14T22:00:00Z,2023-12-15T03:00:00Z,2:25
0,IND,Gainbridge Fieldhouse,15945,0,2023-11-04T19:00:00Z,2023-11-04T23:00:00Z,2:32
0,TOR,Scotiabank Arena,19278,0,2024-01-15T19:30:00Z,2024-01-16T00:30:00Z,2:06
1,LAC,Crypto.com Arena,19370,1,2023-10-29T21:00:00Z,2023-10-30T01:00:00Z,2:06
0,MEM,FedExForum,15417,0,2024-02-26T20:00:00Z,2024-02-27T01:00:00Z,2:13
0,SAC,Golden 1 Center,18311,1,2024-03-16T22:00:00Z,2024-03-17T02:00:00Z,2:22
1,LAL,Crypto.com Arena,18997,1,2023-10-26T22:00:00Z,2023-10-27T02:00:00Z,2:27
0,GSW,Chase Center,18064,1,2023-12-28T22:00:00Z,2023-12-29T03:00:00Z,2:15
1,MIA,Kaseya Center,19858,1,2024-03-02T17:00:00Z,2024-03-02T22:00:00Z,2:14
0,DET,Little Caesars Arena,13987,0,2024-01-12T19:30:00Z,2024-01-13T00:30:00Z,2:11
0,MEM,FedExForum,16781,0,2023-11-08T20:00:00Z,2023-11-09T01:00:00Z,2:29
0,MIN,Target Center,18024,1,2024-01-03T20:00:00Z,2024-01-04T01:00:00Z,2:11
1,OKC,Paycom Center,18203,1,2023-11-14T19:30:00Z,2023-11-15T00:30:00Z,2:18
1,MIA,Kaseya Center,19724,1,2024-03-05T19:30:00Z,2024-03-06T00:30:00Z,2:10
1,DEN,Ball Arena,19632,1,2024-03-09T21:00:00Z,2024-03-10T02:00:00Z,2:12
1,PHX,Footprint Center,17071,1,2023-12-12T22:00:00Z,2023-12-13T03:00:00Z,2:38
0,POR,Moda Center,18226,0,2024-02-10T22:00:00Z,2024-02-11T03:00:00Z,2:02
0,CHI,United Center,21648,1,2024-04-09T20:00:00Z,2024-04-10T00:00:00Z,2:12
0,ORL,Arena CDMX,19986,1,2023-11-09T21:30:00Z,2023-11-10T02:30:00Z,2:31
0,DEN,Ball Arena,19659,1,2024-01-05T21:00:00Z,2024-01-06T02:00:00Z,2:15
0,MIA,Kaseya Center,19636,1,2024-01-10T19:30:00Z,2024-01-11T00:30:00Z,2:14
0,DAL,American Airlines Center,20277,1,2024-03-03T13:00:00Z,2024-03-03T18:00:00Z,2:25
0,CLE,Rocket Mortgage FieldHouse,19432,1,2024-03-11T19:30:00Z,2024-03-11T23:30:00Z,2:10
1,LAC,Crypto.com Arena,19370,1,2023-11-17T22:30:00Z,2023-11-18T03:30:00Z,2:27
1,ATL,State Farm Arena,17770,1,2024-01-03T19:30:00Z,2024-01-04T00:30:00Z,2:27
0,POR,Moda Center,17888,0,2024-02-25T21:00:00Z,2024-02-26T02:00:00Z,1:56
1,NOP,Smoothie King Center,16093,0,2024-01-17T20:00:00Z,2024-01-18T01:00:00Z,2:04
1,UTA,Delta Center,18206,1,2023-11-01T21:00:00Z,2023-11-02T01:00:00Z,2:22
1,WAS,Capital One Arena,16825,0,2023-12-29T19:00:00Z,2023-12-30T00:00:00Z,2:05
1,SAC,Golden 1 Center,18039,1,2023-11-28T22:00:00Z,2023-11-29T03:00:00Z,2:46
0,MEM,FedExForum,15577,0,2023-12-08T20:00:00Z,2023-12-09T01:00:00Z,2:11
0,TOR,Scotiabank Arena,19800,1,2024-03-15T19:30:00Z,2024-03-15T23:30:00Z,2:14
1,CLE,Rocket Mortgage FieldHouse,19432,1,2023-12-18T19:00:00Z,2023-12-19T00:00:00Z,2:42
1,IND,Gainbridge Fieldhouse,15571,0,2024-02-06T19:00:00Z,2024-02-07T00:00:00Z,2:09
1,MIN,Target Center,18024,1,2024-04-03T20:00:00Z,2024-04-04T00:00:00Z,1:60
0,SAS,Frost Bank Center,18886,1,2023-12-31T19:00:00Z,2024-01-01T00:00:00Z,1:57
0,DET,Little Caesars Arena,16963,0,2023-11-14T19:00:00Z,2023-11-15T00:00:00Z,2:14
0,SAC,Golden 1 Center,17832,1,2024-04-11T22:00:00Z,2024-04-12T02:00:00Z,2:17
1,SAS,Frost Bank Center,18354,1,2023-12-15T19:30:00Z,2023-12-16T00:30:00Z,2:14
1,CHA,Spectrum Center,12112,0,2024-02-12T19:00:00Z,2024-02-13T00:00:00Z,2:05
1,ORL,Amway Center,18846,1,2023-12-01T19:00:00Z,2023-12-02T00:00:00Z,2:30
1,MIL,Fiserv Forum,17510,1,2024-01-24T20:00:00Z,2024-01-25T01:00:00Z,2:09
1,NYK,Madison Square Garden,19812,1,2024-03-25T19:30:00Z,2024-03-25T23:30:00Z,2:11
1,OKC,Paycom Center,18203,1,2024-02-23T20:00:00Z,2024-02-24T01:00:00Z,2:04
0,NYK,Madison Square Garden,19812,1,2024-02-08T19:30:00Z,2024-02-09T00:30:00Z,2:12
0,ORL,Kia Center,19129,1,2023-12-20T19:00:00Z,2023-12-21T00:00:00Z,2:19
1,LAL,Crypto.com Arena,18997,1,2024-04-06T15:30:00Z,2024-04-06T19:30:00Z,2:04
0,CHA,Spectrum Center,19487,1,2024-03-29T19:00:00Z,2024-03-29T23:00:00Z,2:03
1,GSW,Chase Center,18064,1,2024-01-30T22:00:00Z,2024-01-31T03:00:00Z,2:22
0,LAC,Crypto.com Arena,19370,1,2023-12-23T15:30:00Z,2023-12-23T20:30:00Z,2:09
0,SAS,Frost Bank Center,18354,1,2023-11-20T20:00:00Z,2023-11-21T01:00:00Z,2:05
1,PHI,Wells Fargo Center,19746,1,2023-12-08T19:00:00Z,2023-12-09T00:00:00Z,2:13
0,HOU,Toyota Center,18055,1,2023-12-26T20:00:00Z,2023-12-27T01:00:00Z,2:16
1,DAL,American Airlines Center,20103,1,2023-11-28T20:30:00Z,2023-11-29T01:30:00Z,2:36
1,DAL,American Airlines Center,20317,1,2024-04-07T15:30:00Z,2024-04-07T19:30:00Z,2:49
1,CHI,United Center,21234,1,2023-12-20T20:00:00Z,2023-12-21T01:00:00Z,1:60
0,BKN,Barclays Center,17732,1,2024-02-06T19:30:00Z,2024-02-07T00:30:00Z,2:11
0,SAS,Frost Bank Center,18354,1,2023-11-22T20:00:00Z,2023-11-23T01:00:00Z,2:17
0,SAS,Frost Bank Center,17020,0,2024-01-29T20:00:00Z,2024-01-30T01:00:00Z,2:10
0,NOP,Smoothie King Center,17932,1,2024-03-30T17:00:00Z,2024-03-30T21:00:00Z,2:02
0,LAC,Crypto.com Arena,19370,1,2024-02-28T22:00:00Z,2024-02-29T03:00:00Z,2:16
1,CHA,Spectrum Center,14336,0,2024-02-14T19:00:00Z,2024-02-15T00:00:00Z,2:07
1,PHI,Wells Fargo Center,19761,1,2023-12-15T19:00:00Z,2023-12-16T00:00:00Z,2:11
0,DET,Little Caesars Arena,20013,0,2024-04-11T19:00:00Z,2024-04-11T23:00:00Z,2:03
0,CHI,United Center,21198,1,2024-03-23T20:00:00Z,2024-03-24T00:00:00Z,1:59
1,MIA,Kaseya Center,19600,1,2024-04-14T13:00:00Z,2024-04-14T17:00:00Z,2:07
0,GSW,Chase Center,18064,1,2024-01-25T22:00:00Z,2024-01-26T03:00:00Z,2:25
1,NOP,Smoothie King Center,16009,0,2023-11-29T20:00:00Z,2023-11-30T01:00:00Z,2:23
1,NOP,Smoothie King Center,17421,1,2024-02-22T20:00:00Z,2024-02-23T01:00:00Z,2:19
1,MIL,Fiserv Forum,17783,1,2023-10-26T19:30:00Z,2023-10-26T23:30:00Z,2:42
1,DEN,Ball Arena,19733,1,2023-12-28T21:00:00Z,2023-12-29T02:00:00Z,0:00
1,MIL,Fiserv Forum,17783,1,2024-03-17T13:00:00Z,2024-03-17T17:00:00Z,2:10
1,ORL,Kia Center,17708,0,2024-02-27T19:00:00Z,2024-02-28T00:00:00Z,2:16
0,TOR,Scotiabank Arena,18641,0,2024-03-20T19:30:00Z,2024-03-20T23:30:00Z,2:06
0,UTA,Delta Center,18206,1,2023-11-02T21:00:00Z,2023-11-03T01:00:00Z,2:35
1,MEM,FedExForum,16612,0,2024-01-15T18:00:00Z,2024-01-15T23:00:00Z,2:22
0,UTA,Delta Center,18206,1,2024-03-27T21:00:00Z,2024-03-28T01:00:00Z,2:13
1,SAS,Frost Bank Center,17726,0,2024-01-27T20:30:00Z,2024-01-28T01:30:00Z,2:05
0,WAS,Capital One Arena,17746,0,2023-11-20T19:00:00Z,2023-11-21T00:00:00Z,2:05
0,GSW,Chase Center,18064,1,2024-03-09T20:30:00Z,2024-03-10T01:30:00Z,2:24
1,DAL,American Airlines Center,20077,1,2024-01-03T20:30:00Z,2024-01-04T01:30:00Z,2:22
1,BOS,TD Garden,19156,1,2023-11-13T19:30:00Z,2023-11-14T00:30:00Z,2:12
1,NOP,Smoothie King Center,16354,0,2023-11-14T20:00:00Z,2023-11-15T01:00:00Z,2:10
0,MEM,FedExForum,16617,0,2024-01-12T20:00:00Z,2024-01-13T01:00:00Z,2:08
1,OKC,Paycom Center,16314,0,2023-11-08T20:00:00Z,2023-11-09T01:00:00Z,2:19
0,CHI,United Center,21249,1,2024-03-01T22:00:00Z,2024-03-02T03:00:00Z,2:24
1,NOP,Smoothie King Center,15278,0,2023-11-17T20:00:00Z,2023-11-18T01:00:00Z,2:11
0,SAC,Golden 1 Center,17832,1,2024-01-02T22:00:00Z,2024-01-03T03:00:00Z,2:11
1,DEN,Ball Arena,19652,1,2024-03-11T21:00:00Z,2024-03-12T01:00:00Z,2:06
1,BOS,TD Garden,19156,1,2024-03-03T15:30:00Z,2024-03-03T20:30:00Z,2:07
1,IND,Gainbridge Fieldhouse,14648,0,2023-11-09T19:00:00Z,2023-11-10T00:00:00Z,2:25
1,ATL,State Farm Arena,16089,0,2024-01-10T19:30:00Z,2024-01-11T00:30:00Z,2:36
1,NYK,Madison Square Garden,19812,1,2024-03-23T13:00:00Z,2024-03-23T17:00:00Z,2:00
1,PHI,Wells Fargo Center,20511,1,2024-01-22T19:00:00Z,2024-01-23T00:00:00Z,2:18
0,DET,Little Caesars Arena,20062,1,2023-11-29T19:00:00Z,2023-11-30T00:00:00Z,2:13
1,OKC,Paycom Center,17112,0,2023-12-08T20:00:00Z,2023-12-09T01:00:00Z,2:40
0,POR,Moda Center,17768,0,2024-03-14T22:00:00Z,2024-03-15T02:00:00Z,2:06
0,CLE,Rocket Mortgage FieldHouse,19432,1,2023-12-29T19:30:00Z,2023-12-30T00:30:00Z,2:16
1,CHA,Spectrum Center,16129,0,2023-10-25T19:00:00Z,2023-10-25T23:00:00Z,2:22
0,MIN,Target Center,18024,1,2024-01-20T20:00:00Z,2024-01-21T01:00:00Z,2:24
0,UTA,Delta Center,18206,1,2024-02-15T21:00:00Z,2024-02-16T02:00:00Z,2:15
1,GSW,Chase Center,18064,1,2023-11-01T22:00:00Z,2023-11-02T02:00:00Z,2:14
1,UTA,Delta Center,18206,1,2024-02-25T20:00:00Z,2024-02-26T01:00:00Z,2:13
1,NYK,Madison Square Garden,19812,1,2023-12-11T19:30:00Z,2023-12-12T00:30:00Z,2:21
1,SAS,Frost Bank Center,18044,0,2024-03-25T20:00:00Z,2024-03-26T00:00:00Z,2:08
0,MEM,FedExForum,17544,0,2024-04-14T15:30:00Z,2024-04-14T19:30:00Z,2:10
0,WAS,Capital One Arena,14027,0,2024-01-25T19:00:00Z,2024-01-26T00:00:00Z,2:02
1,NOP,Smoothie King Center,17028,1,2023-12-01T20:00:00Z,2023-12-02T01:00:00Z,2:09
0,TOR,Scotiabank Arena,19800,1,2024-02-14T19:30:00Z,2024-02-15T00:30:00Z,2:13
0,NYK,Madison Square Garden,19812,1,2024-02-29T19:30:00Z,2024-03-01T00:30:00Z,2:18
1,NYK,Madison Square Garden,19812,1,2023-11-06T19:30:00Z,2023-11-07T00:30:00Z,2:09
1,DAL,American Airlines Center,20111,1,2024-01-07T19:30:00Z,2024-01-08T00:30:00Z,2:17
1,DAL,American Airlines Center,20377,1,2023-11-10T20:30:00Z,2023-11-11T01:30:00Z,2:24
0,GSW,Chase Center,18064,1,2023-12-30T20:30:00Z,2023-12-31T01:30:00Z,2:13
1,LAC,Crypto.com Arena,19370,1,2024-03-09T16:00:00Z,2024-03-09T21:00:00Z,2:11
0,WAS,Capital One Arena,16039,0,2024-03-31T18:00:00Z,2024-03-31T22:00:00Z,2:11
1,ATL,State Farm Arena,16536,0,2024-02-02T19:30:00Z,2024-02-03T00:30:00Z,2:09
1,HOU,Toyota Center,18055,1,2023-12-22T20:00:00Z,2023-12-23T01:00:00Z,2:10
1,DAL,American Airlines Center,20010,1,2024-01-15T14:30:00Z,2024-01-15T19:30:00Z,2:29
0,MEM,FedExForum,15031,0,2023-10-30T20:00:00Z,2023-10-31T00:00:00Z,2:14
1,PHI,Wells Fargo Center,19938,1,2024-02-23T19:30:00Z,2024-02-24T00:30:00Z,2:20
1,IND,Gainbridge Fieldhouse,16693,0,2023-12-04T19:30:00Z,2023-12-05T00:30:00Z,2:14
1,MEM,FedExForum,15291,0,2024-03-12T20:00:00Z,2024-03-13T00:00:00Z,2:05
1,POR,Moda Center,18585,0,2023-12-26T22:00:00Z,2023-12-27T03:00:00Z,2:06
1,ORL,Amway Center,18846,1,2023-11-24T14:30:00Z,2023-11-24T19:30:00Z,2:17
0,UTA,Delta Center,18206,1,2024-02-01T22:00:00Z,2024-02-02T03:00:00Z,2:26
1,DAL,American Airlines Center,20425,1,2024-04-05T20:30:00Z,2024-04-06T00:30:00Z,2:21
0,BKN,Barclays Center,18162,1,2024-03-31T18:00:00Z,2024-03-31T22:00:00Z,2:08
1,ATL,State Farm Arena,17871,1,2024-01-30T19:30:00Z,2024-01-31T00:30:00Z,2:07
0,ATL,State Farm Arena,17632,1,2023-12-23T19:30:00Z,2023-12-24T00:30:00Z,2:18
0,OKC,Paycom Center,17125,0,2023-11-25T17:00:00Z,2023-11-25T22:00:00Z,2:33
1,LAL,Crypto.com Arena,18997,1,2024-02-23T22:30:00Z,2024-02-24T03:30:00Z,2:12
1,DEN,Ball Arena,19671,1,2023-10-30T21:00:00Z,2023-10-31T01:00:00Z,2:13
1,UTA,Delta Center,18206,1,2024-01-12T21:30:00Z,2024-01-13T02:30:00Z,2:11
1,CLE,Rocket Mortgage FieldHouse,19432,1,2023-11-28T19:30:00Z,2023-11-29T00:30:00Z,2:10
0,PHX,Footprint Center,17071,1,2023-12-25T22:30:00Z,2023-12-26T03:30:00Z,2:25
0,CHI,United Center,21219,1,2024-03-14T20:00:00Z,2024-03-15T00:00:00Z,1:60
1,GSW,Chase Center,18064,1,2023-12-06T22:00:00Z,2023-12-07T03:00:00Z,2:20
0,CHA,Spectrum Center,17731,0,2023-12-02T17:00:00Z,2023-12-02T22:00:00Z,2:17
0,PHI,Wells Fargo Center,21094,1,2024-02-22T19:00:00Z,2024-02-23T00:00:00Z,2:13
0,SAC,Golden 1 Center,17832,1,2024-04-12T22:30:00Z,2024-04-13T02:30:00Z,2:17
1,BOS,TD Garden,19156,1,2024-01-10T19:00:00Z,2024-01-11T00:00:00Z,2:38
0,ORL,Amway Center,19409,1,2023-11-06T19:00:00Z,2023-11-07T00:00:00Z,2:22
0,TOR,Scotiabank Arena,19800,1,2024-02-28T19:30:00Z,2024-02-29T00:30:00Z,2:09
0,LAL,Crypto.com Arena,18498,0,2024-03-06T22:30:00Z,2024-03-07T03:30:00Z,2:16
1,TOR,Scotiabank Arena,19800,1,2024-01-01T19:30:00Z,2024-01-02T00:30:00Z,2:29
1,MIL,Fiserv Forum,17717,1,2023-11-03T19:30:00Z,2023-11-03T23:30:00Z,2:37
0,POR,Moda Center,18235,0,2023-11-19T21:00:00Z,2023-11-20T02:00:00Z,1:59
1,BKN,Barclays Center,17732,1,2024-01-27T18:00:00Z,2024-01-27T23:00:00Z,2:27
1,CHI,United Center,22018,1,2024-03-27T20:00:00Z,2024-03-28T00:00:00Z,2:12
0,MIA,Kaseya Center,19719,1,2024-04-04T19:30:00Z,2024-04-04T23:30:00Z,2:07
0,IND,Gainbridge Fieldhouse,16665,0,2023-12-18T19:00:00Z,2023-12-19T00:00:00Z,2:15
0,CHI,United Center,21579,1,2024-02-03T20:00:00Z,2024-02-04T01:00:00Z,2:14
1,ORL,Kia Center,19587,1,2023-12-29T19:00:00Z,2023-12-30T00:00:00Z,2:31
0,ATL,State Farm Arena,17692,1,2023-10-27T19:30:00Z,2023-10-27T23:30:00Z,2:11
0,SAC,Golden 1 Center,17832,1,2024-01-18T22:00:00Z,2024-01-19T03:00:00Z,2:25
0,HOU,Toyota Center,18055,1,2023-10-29T19:00:00Z,2023-10-29T23:00:00Z,2:17
0,MIN,Target Center,18024,1,2024-03-19T21:00:00Z,2024-03-20T01:00:00Z,2:12
0,POR,Moda Center,17504,0,2024-03-20T22:00:00Z,2024-03-21T02:00:00Z,1:59
