home_win,home_team_tricode,arena,attendance,sellout,gameTimeET,gameTimeUTC,duration
1,PHX,Footprint Center,17071,1,2024-01-22T21:00:00Z,2024-01-23T02:00:00Z,2:11
0,CLE,Rocket Mortgage FieldHouse,19432,1,2023-11-25T19:30:00Z,2023-11-26T00:30:00Z,2:13
1,GSW,Chase Center,18064,1,2024-02-10T20:30:00Z,2024-02-11T01:30:00Z,2:25
0,CHI,United Center,20775,0,2023-12-12T20:00:00Z,2023-12-13T01:00:00Z,2:20
0,TOR,Scotiabank Arena,19325,0,2024-04-09T19:00:00Z,2024-04-09T23:00:00Z,2:18
0,SAS,Frost Bank Center,18036,0,2023-11-12T19:00:00Z,2023-11-13T00:00:00Z,2:08
1,BKN,Barclays Center,17086,0,2024-03-05T19:30:00Z,2024-03-06T00:30:00Z,2:20
0,MEM,FedExForum,16381,0,2024-03-02T20:00:00Z,2024-03-03T01:00:00Z,2:38
0,LAL,Crypto.com Arena,18997,1,2024-01-05T22:00:00Z,2024-01-06T03:00:00Z,2:15
0,IND,Gainbridge Fieldhouse,14508,0,2023-11-27T19:00:00Z,2023-11-28T00:00:00Z,2:29
1,PHX,Footprint Center,17071,1,2024-01-21T20:00:00Z,2024-01-22T01:00:00Z,2:18
0,SAS,Frost Bank Center,17408,0,2024-03-22T20:00:00Z,2024-03-23T00:00:00Z,2:20
1,HOU,Toyota Center,18055,1,2024-04-09T20:00:00Z,2024-04-10T00:00:00Z,2:12
0,WAS,Capital One Arena,14080,0,2023-12-13T19:00:00Z,2023-12-14T00:00:00Z,2:08
0,POR,Moda Center,18125,0,2024-02-08T22:00:00Z,2024-02-09T03:00:00Z,2:39
1,HOU,Toyota Center,16734,0,2024-03-05T20:00:00Z,2024-03-06T01:00:00Z,2:08
1,NYK,Madison Square Garden,19812,1,2024-01-03T20:30:00Z,2024-01-04T01:30:00Z,2:13
0,WAS,Capital One Arena,16632,0,2023-11-15T19:00:00Z,2023-11-16T00:00:00Z,2:06
1,ORL,Amway Center,18846,1,2023-11-21T19:00:00Z,2023-11-22T00:00:00Z,2:10
1,DAL,American Airlines Center,20162,1,2024-01-05T20:30:00Z,2024-01-06T01:30:00Z,2:05
1,SAC,Golden 1 Center,17832,1,2024-03-25T22:00:00Z,2024-03-26T02:00:00Z,2:21
1,ATL,State Farm Arena,15658,0,2024-01-28T18:00:00Z,2024-01-28T23:00:00Z,2:20
0,NOP,Smoothie King Center,15536,0,2023-11-18T19:00:00Z,2023-11-19T00:00:00Z,2:21
0,ATL,State Farm Arena,17093,1,2024-02-05T19:30:00Z,2024-02-06T00:30:00Z,2:20
1,MIL,Fiserv Forum,17341,1,2023-12-17T19:00:00Z,2023-12-18T00:00:00Z,2:24
0,MIL,Fiserv Forum,17420,1,2024-04-03T20:00:00Z,2024-04-04T00:00:00Z,2:05
0,ATL,State Farm Arena,17047,1,2024-01-20T19:30:00Z,2024-01-21T00:30:00Z,2:03
0,IND,Gainbridge Fieldhouse,16026,0,2024-02-26T19:00:00Z,2024-02-27T00:00:00Z,2:20
0,IND,Gainbridge Fieldhouse,17274,1,2024-03-18T19:00:00Z,2024-03-18T23:00:00Z,2:17
1,BOS,TD Garden,19156,1,2023-10-27T19:30:00Z,2023-10-27T23:30:00Z,2:20
0,WAS,Capital One Arena,17922,0,2024-01-20T19:00:00Z,2024-01-21T00:00:00Z,2:16
1,NYK,Madison Square Garden,19303,0,2024-02-26T19:30:00Z,2024-02-27T00:30:00Z,2:08
0,LAC,Crypto.com Arena,19370,0,2024-03-17T21:30:00Z,2024-03-18T01:30:00Z,2:09
0,CLE,Rocket Mortgage FieldHouse,19432,1,2023-10-27T19:30:00Z,2023-10-27T23:30:00Z,2:28
0,LAC,Crypto.com Arena,19370,1,2024-03-25T22:30:00Z,2024-03-26T02:30:00Z,2:06
1,IND,Gainbridge Fieldhouse,16519,0,2024-01-28T15:30:00Z,2024-01-28T20:30:00Z,2:15
0,CHA,Spectrum Center,19171,1,2023-11-18T18:00:00Z,2023-11-18T23:00:00Z,2:02
0,BKN,Barclays Center,17919,1,2024-02-05T19:30:00Z,2024-02-06T00:30:00Z,2:22
1,PHX,Footprint Center,17071,1,2023-12-17T20:00:00Z,2023-12-18T01:00:00Z,2:26
1,BKN,Barclays Center,17732,1,2024-04-03T19:30:00Z,2024-04-03T23:30:00Z,2:15
0,TOR,Scotiabank Arena,18864,0,2024-03-05T19:30:00Z,2024-03-06T00:30:00Z,1:60
1,HOU,Toyota Center,16563,0,2024-01-03T20:00:00Z,2024-01-04T01:00:00Z,2:15
0,ATL,State Farm Arena,17060,1,2023-11-15T19:30:00Z,2023-11-16T00:30:00Z,2:17
0,ATL,State Farm Arena,17162,1,2023-11-21T19:30:00Z,2023-11-22T00:30:00Z,2:18
0,NOP,Smoothie King Center,18329,1,2024-01-05T20:00:00Z,2024-01-06T01:00:00Z,1:59
1,PHI,Wells Fargo Center,19907,1,2023-11-27T19:00:00Z,2023-11-28T00:00:00Z,2:10
1,LAL,Crypto.com Arena,18997,1,2024-01-21T22:00:00Z,2024-01-22T03:00:00Z,2:04
1,MIN,Target Center,18024,1,2024-03-22T20:00:00Z,2024-03-23T00:00:00Z,2:02
0,MEM,FedExForum,16108,0,2024-04-09T20:00:00Z,2024-04-10T00:00:00Z,1:55
0,DET,Little Caesars Arena,16749,0,2023-12-13T19:00:00Z,2023-12-14T00:00:00Z,2:10
0,LAL,Crypto.com Arena,18997,1,2024-02-08T22:00:00Z,2024-02-09T03:00:00Z,2:13
0,PHX,Footprint Center,17071,1,2023-11-12T20:00:00Z,2023-11-13T01:00:00Z,2:15
1,CLE,Rocket Mortgage FieldHouse,19432,1,2024-03-05T19:30:00Z,2024-03-06T00:30:00Z,2:11
0,LAL,Crypto.com Arena,18997,1,2024-03-02T20:30:00Z,2024-03-03T01:30:00Z,2:02
1,GSW,Chase Center,18064,1,2024-01-05T22:00:00Z,2024-01-06T03:00:00Z,2:19
1,PHX,Footprint Center,17071,1,2024-03-20T22:00:00Z,2024-03-21T02:00:00Z,2:04
1,SAC,Golden 1 Center,17832,1,2024-01-22T22:00:00Z,2024-01-23T03:00:00Z,2:13
1,UTA,Delta Center,18206,1,2023-11-25T21:30:00Z,2023-11-26T02:30:00Z,2:10
0,TOR,Scotiabank Arena,19800,1,2024-02-10T19:30:00Z,2024-02-11T00:30:00Z,2:03
1,DAL,American Airlines Center,20377,1,2023-12-12T19:30:00Z,2023-12-13T00:30:00Z,2:21
0,ATL,State Farm Arena,17049,1,2024-04-09T19:30:00Z,2024-04-09T23:30:00Z,2:36
1,LAL,Crypto.com Arena,18997,1,2023-12-28T22:30:00Z,2023-12-29T03:30:00Z,2:04
0,MEM,FedExForum,16617,0,2023-10-27T19:00:00Z,2023-10-27T23:00:00Z,2:20
1,MIN,Target Center,18024,1,2024-01-18T22:00:00Z,2024-01-19T03:00:00Z,2:14
0,MIL,Fiserv Forum,17341,1,2023-10-29T19:00:00Z,2023-10-29T23:00:00Z,2:15
0,SAS,Frost Bank Center,18354,1,2024-03-19T20:00:00Z,2024-03-20T00:00:00Z,2:14
0,UTA,Delta Center,18206,1,2023-11-19T20:00:00Z,2023-11-20T01:00:00Z,2:57
1,DEN,Ball Arena,19805,1,2024-01-27T17:30:00Z,2024-01-27T22:30:00Z,2:23
0,MEM,FedExForum,17794,1,2024-03-27T20:00:00Z,2024-03-28T00:00:00Z,2:16
1,PHX,Footprint Center,17071,1,2024-04-03T22:00:00Z,2024-04-04T02:00:00Z,2:12
0,PHI,Wells Fargo Center,19773,1,2023-12-18T19:00:00Z,2023-12-19T00:00:00Z,2:08
0,NYK,Madison Square Garden,19812,1,2024-02-03T20:30:00Z,2024-02-04T01:30:00Z,2:18
1,LAL,Crypto.com Arena,18997,1,2024-01-09T22:30:00Z,2024-01-10T03:30:00Z,2:29
1,IND,Gainbridge Fieldhouse,15129,0,2023-11-06T19:00:00Z,2023-11-07T00:00:00Z,2:12
1,MIN,Target Center,18024,1,2024-02-28T20:00:00Z,2024-02-29T01:00:00Z,2:17
0,POR,Moda Center,17589,0,2024-03-06T22:00:00Z,2024-03-07T03:00:00Z,2:24
1,HOU,Toyota Center,18055,1,2024-01-01T20:00:00Z,2024-01-02T01:00:00Z,2:06
1,MIA,Kaseya Center,19660,1,2023-11-03T20:00:00Z,2023-11-04T00:00:00Z,2:09
1,LAC,Crypto.com Arena,19370,1,2023-12-02T16:00:00Z,2023-12-02T21:00:00Z,2:21
1,TOR,Scotiabank Arena,19800,1,2024-02-22T19:00:00Z,2024-02-23T00:00:00Z,2:13
0,LAC,Crypto.com Arena,19370,1,2024-04-12T22:30:00Z,2024-04-13T02:30:00Z,2:07
0,POR,Moda Center,18898,0,2024-02-23T22:00:00Z,2024-02-24T03:00:00Z,2:08
1,LAL,Crypto.com Arena,18997,1,2023-10-30T22:30:00Z,2023-10-31T02:30:00Z,2:19
1,SAS,Frost Bank Center,18073,0,2024-01-12T20:00:00Z,2024-01-13T01:00:00Z,2:21
1,BKN,Barclays Center,15844,0,2023-11-28T19:30:00Z,2023-11-29T00:30:00Z,2:11
1,MIA,Kaseya Center,20162,1,2023-12-25T20:00:00Z,2023-12-26T01:00:00Z,2:23
1,HOU,Toyota Center,18055,1,2024-03-14T20:00:00Z,2024-03-15T00:00:00Z,2:05
1,LAC,Crypto.com Arena,16365,0,2023-12-06T22:00:00Z,2023-12-07T03:00:00Z,2:13
0,MEM,FedExForum,15505,0,2024-02-01T20:00:00Z,2024-02-02T01:00:00Z,2:14
1,MIA,Kaseya Center,19857,1,2024-04-02T19:30:00Z,2024-04-02T23:30:00Z,2:16
0,CHA,Spectrum Center,15941,0,2024-03-31T18:00:00Z,2024-03-31T22:00:00Z,2:13
1,POR,Moda Center,17128,0,2024-01-29T22:00:00Z,2024-01-30T03:00:00Z,2:12
0,NOP,Smoothie King Center,17399,1,2023-12-23T19:00:00Z,2023-12-24T00:00:00Z,2:27
0,LAL,Crypto.com Arena,18997,1,2023-11-22T22:30:00Z,2023-11-23T03:30:00Z,2:12
0,NYK,Madison Square Garden,19812,1,2024-01-15T15:00:00Z,2024-01-15T20:00:00Z,2:16
1,MIL,Fiserv Forum,17341,1,2023-10-30T20:00:00Z,2023-10-31T00:00:00Z,2:24
0,ATL,State Farm Arena,17625,1,2024-02-23T19:30:00Z,2024-02-24T00:30:00Z,2:09
1,LAL,Crypto.com Arena,18664,0,2023-12-05T22:00:00Z,2023-12-06T03:00:00Z,2:28
0,OKC,Paycom Center,17118,0,2024-03-12T20:00:00Z,2024-03-13T00:00:00Z,2:05
0,SAS,Frost Bank Center,18579,1,2023-12-26T20:00:00Z,2023-12-27T01:00:00Z,2:16
1,LAL,Crypto.com Arena,18997,1,2023-11-21T22:00:00Z,2023-11-22T03:00:00Z,2:10
0,TOR,Scotiabank Arena,19114,0,2024-03-31T18:00:00Z,2024-03-31T22:00:00Z,2:09
0,IND,Gainbridge Fieldhouse,17274,1,2024-02-02T19:30:00Z,2024-02-03T00:30:00Z,2:18
1,MIA,Kaseya Center,20029,1,2023-12-22T20:00:00Z,2023-12-23T01:00:00Z,2:19
1,SAS,Frost Bank Center,18392,1,2024-02-29T20:30:00Z,2024-03-01T01:30:00Z,2:10
1,MIA,Kaseya Center,19725,1,2023-11-06T19:30:00Z,2023-11-07T00:30:00Z,2:11
0,SAC,Golden 1 Center,17832,1,2024-01-07T18:00:00Z,2024-01-07T23:00:00Z,1:56
0,PHX,Footprint Center,17071,0,2023-11-10T22:00:00Z,2023-11-11T03:00:00Z,2:33
0,WAS,Capital One Arena,17042,0,2023-12-31T15:00:00Z,2023-12-31T20:00:00Z,2:18
0,POR,Moda Center,18139,0,2024-03-08T22:00:00Z,2024-03-09T03:00:00Z,2:06
0,ATL,State Farm Arena,17531,1,2023-12-11T19:30:00Z,2023-12-12T00:30:00Z,2:26
1,HOU,Toyota Center,16537,0,2024-03-25T20:00:00Z,2024-03-26T00:00:00Z,2:10
1,PHI,Wells Fargo Center,20246,1,2024-04-14T13:00:00Z,2024-04-14T17:00:00Z,2:00
0,BKN,Barclays Center,17732,1,2024-01-25T19:30:00Z,2024-01-26T00:30:00Z,2:16
0,PHX,Footprint Center,17071,1,2023-12-01T22:00:00Z,2023-12-02T03:00:00Z,2:21
1,MEM,FedExForum,15012,0,2024-02-14T20:00:00Z,2024-02-15T01:00:00Z,2:23
0,SAS,Frost Bank Center,18074,0,2023-12-08T20:30:00Z,2023-12-09T01:30:00Z,2:13
0,CHA,Spectrum Center,18613,0,2024-03-15T19:00:00Z,2024-03-15T23:00:00Z,2:07
1,BOS,TD Garden,19156,1,2023-12-29T19:30:00Z,2023-12-30T00:30:00Z,2:18
0,GSW,Chase Center,18064,1,2023-10-24T22:00:00Z,2023-10-25T02:00:00Z,2:32
1,HOU,Toyota Center,16618,0,2024-01-20T20:00:00Z,2024-01-21T01:00:00Z,2:42
1,LAL,Crypto.com Arena,18338,0,2024-01-17T20:30:00Z,2024-01-18T01:30:00Z,2:17
1,LAL,Crypto.com Arena,18997,1,2023-11-01T22:00:00Z,2023-11-02T02:00:00Z,2:46
0,GSW,Chase Center,18064,1,2024-02-25T19:00:00Z,2024-02-26T00:00:00Z,2:21
1,LAL,Crypto.com Arena,18997,1,2024-03-22T22:30:00Z,2024-03-23T02:30:00Z,2:19
0,TOR,Scotiabank Arena,18577,0,2024-01-22T19:30:00Z,2024-01-23T00:30:00Z,2:06
1,ORL,Amway Center,17109,0,2023-11-29T19:00:00Z,2023-11-30T00:00:00Z,2:13
0,UTA,Delta Center,18206,1,2023-11-17T22:00:00Z,2023-11-18T03:00:00Z,2:28
1,CLE,Rocket Mortgage FieldHouse,19432,1,2024-01-03T19:00:00Z,2024-01-04T00:00:00Z,1:57
0,SAS,Frost Bank Center,18354,1,2024-03-11T20:00:00Z,2024-03-12T00:00:00Z,2:05
0,MIN,Target Center,18024,1,2024-03-03T15:30:00Z,2024-03-03T20:30:00Z,2:13
1,SAC,Golden 1 Center,17829,1,2023-11-08T22:00:00Z,2023-11-09T03:00:00Z,2:49
1,IND,Gainbridge Fieldhouse,15721,0,2024-01-10T19:00:00Z,2024-01-11T00:00:00Z,2:17
0,PHX,Footprint Center,17071,1,2024-03-09T20:30:00Z,2024-03-10T01:30:00Z,2:12
0,PHX,Footprint Center,17071,1,2024-01-03T21:00:00Z,2024-01-04T02:00:00Z,2:27
1,TOR,Scotiabank Arena,19800,1,2023-11-13T19:30:00Z,2023-11-14T00:30:00Z,2:14
1,UTA,Delta Center,18206,1,2023-11-14T21:00:00Z,2023-11-15T02:00:00Z,2:03
0,CHI,United Center,21153,1,2024-01-12T20:00:00Z,2024-01-13T01:00:00Z,2:19
1,MIN,Target Center,18024,1,2023-11-08T20:00:00Z,2023-11-09T01:00:00Z,2:07
1,LAC,Crypto.com Arena,19370,1,2024-03-01T22:30:00Z,2024-03-02T03:30:00Z,2:07
0,DEN,Ball Arena,19827,1,2024-03-27T22:00:00Z,2024-03-28T02:00:00Z,2:18
1,MIL,Fiserv Forum,17940,1,2024-01-27T20:00:00Z,2024-01-28T01:00:00Z,2:14
0,DET,Little Caesars Arena,19403,0,2023-11-20T19:00:00Z,2023-11-21T00:00:00Z,2:16
1,LAC,Crypto.com Arena,19370,1,2023-10-25T22:30:00Z,2023-10-26T02:30:00Z,2:10
1,NOP,Smoothie King Center,17753,1,2023-12-28T20:00:00Z,2023-12-29T01:00:00Z,2:08
0,DET,Little Caesars Arena,20004,0,2024-03-17T15:00:00Z,2024-03-17T19:00:00Z,2:04
1,CLE,Rocket Mortgage FieldHouse,19432,1,2024-02-27T19:00:00Z,2024-02-28T00:00:00Z,2:05
1,BOS,TD Garden,19156,1,2024-03-20T19:30:00Z,2024-03-20T23:30:00Z,2:24
0,PHX,Footprint Center,17071,1,2023-11-02T22:00:00Z,2023-11-03T02:00:00Z,2:17
1,CLE,Rocket Mortgage FieldHouse,19432,1,2024-01-15T19:00:00Z,2024-01-16T00:00:00Z,2:10
1,LAL,Crypto.com Arena,18997,1,2024-02-13T22:30:00Z,2024-02-14T03:30:00Z,2:07
0,CHA,Spectrum Center,16080,0,2023-12-15T19:00:00Z,2023-12-16T00:00:00Z,2:15
0,BOS,TD Garden,19156,1,2024-04-11T19:30:00Z,2024-04-11T23:30:00Z,2:05
1,WAS,Capital One Arena,15746,0,2024-03-23T20:00:00Z,2024-03-24T00:00:00Z,2:21
1,IND,Gainbridge Fieldhouse,17274,1,2024-04-14T13:00:00Z,2024-04-14T17:00:00Z,2:04
1,LAL,Crypto.com Arena,18997,1,2024-01-25T22:30:00Z,2024-01-26T03:30:00Z,2:15
1,DEN,Ball Arena,19590,1,2023-11-29T21:00:00Z,2023-11-30T02:00:00Z,2:07
1,OKC,Paycom Center,18203,1,2024-02-22T20:00:00Z,2024-02-23T01:00:00Z,2:01
0,CHA,Spectrum Center,18463,0,2024-02-29T19:00:00Z,2024-03-01T00:00:00Z,2:10
1,DEN,Ball Arena,19639,1,2024-04-06T21:00:00Z,2024-04-07T01:00:00Z,0:00
0,HOU,Toyota Center,18055,1,2023-12-20T20:00:00Z,2023-12-21T01:00:00Z,2:17
1,MIA,Kaseya Center,19600,1,2024-02-06T19:30:00Z,2024-02-07T00:30:00Z,2:08
1,OKC,Paycom Center,18203,0,2023-11-22T20:00:00Z,2023-11-23T01:00:00Z,2:14
0,OKC,Paycom Center,16870,0,2024-01-29T20:00:00Z,2024-01-30T01:00:00Z,2:10
1,ORL,Kia Center,18009,0,2024-03-30T19:00:00Z,2024-03-30T23:00:00Z,2:06
1,BKN,Barclays Center,16587,0,2023-12-08T19:30:00Z,2023-12-09T00:30:00Z,2:10
1,CHI,United Center,21420,1,2023-12-26T20:00:00Z,2023-12-27T01:00:00Z,2:15
1,MIN,Target Center,18024,1,2023-11-28T20:00:00Z,2023-11-29T01:00:00Z,2:21
0,MEM,FedExForum,16285,0,2024-02-08T20:00:00Z,2024-02-09T01:00:00Z,2:14
1,PHI,Wells Fargo Center,20365,1,2023-12-20T19:00:00Z,2023-12-21T00:00:00Z,2:24
1,LAC,Crypto.com Arena,19370,1,2024-04-05T22:30:00Z,2024-04-06T02:30:00Z,2:04
1,IND,Gainbridge Fieldhouse,17274,1,2024-03-29T19:00:00Z,2024-03-29T23:00:00Z,2:06
0,CHI,United Center,21259,1,2024-01-30T20:00:00Z,2024-01-31T01:00:00Z,2:16
0,NYK,Madison Square Garden,19812,1,2023-12-23T12:30:00Z,2023-12-23T17:30:00Z,2:11
1,NOP,Smoothie King Center,16004,0,2023-11-20T20:00:00Z,2023-11-21T01:00:00Z,2:10
0,MIN,Target Center,18024,1,2024-02-23T22:00:00Z,2024-02-24T03:00:00Z,2:18
1,PHI,Wells Fargo Center,20149,1,2024-04-12T19:00:00Z,2024-04-12T23:00:00Z,2:21
0,TOR,Scotiabank Arena,19800,1,2023-12-15T19:30:00Z,2023-12-16T00:30:00Z,2:04
1,OKC,Paycom Center,17092,0,2024-02-11T15:00:00Z,2024-02-11T20:00:00Z,2:12
1,BOS,TD Garden,19156,1,2023-12-01T19:30:00Z,2023-12-02T00:30:00Z,2:26
0,DAL,American Airlines Center,20202,1,2024-01-24T20:30:00Z,2024-01-25T01:30:00Z,2:22
1,ATL,State Farm Arena,17405,1,2024-03-25T19:30:00Z,2024-03-25T23:30:00Z,2:11
0,MEM,FedExForum,17794,1,2023-12-31T20:00:00Z,2024-01-01T01:00:00Z,2:06
0,PHI,Wells Fargo Center,19774,1,2023-11-14T19:00:00Z,2023-11-15T00:00:00Z,2:37
1,LAL,Crypto.com Arena,18997,1,2023-12-02T22:30:00Z,2023-12-03T03:30:00Z,2:17
1,NOP,Smoothie King Center,18316,1,2024-02-14T20:00:00Z,2024-02-15T01:00:00Z,2:30
0,NOP,Smoothie King Center,18633,1,2024-04-14T15:30:00Z,2024-04-14T19:30:00Z,2:17
0,CHA,Spectrum Center,14267,0,2023-11-08T19:00:00Z,2023-11-09T00:00:00Z,2:16
1,IND,Gainbridge Fieldhouse,16009,0,2024-01-08T19:00:00Z,2024-01-09T00:00:00Z,2:25
1,PHX,Footprint Center,17071,1,2024-02-29T21:00:00Z,2024-03-01T02:00:00Z,2:26
1,CLE,Rocket Mortgage FieldHouse,19432,1,2024-03-08T19:30:00Z,2024-03-09T00:30:00Z,2:49
0,MEM,FedExForum,16977,0,2023-11-10T20:00:00Z,2023-11-11T01:00:00Z,2:22
1,CHI,United Center,21648,1,2023-12-30T20:00:00Z,2023-12-31T01:00:00Z,2:09
0,SAS,Frost Bank Center,17207,0,2024-02-02T20:00:00Z,2024-02-03T01:00:00Z,2:13
0,CHA,Spectrum Center,19238,1,2024-04-01T19:00:00Z,2024-04-01T23:00:00Z,1:54
1,MIA,Kaseya Center,19839,1,2024-03-29T20:00:00Z,2024-03-30T00:00:00Z,1:57
0,CLE,Rocket Mortgage FieldHouse,19432,1,2023-11-22T19:30:00Z,2023-11-23T00:30:00Z,2:10
0,HOU,Toyota Center,18055,1,2024-01-31T20:00:00Z,2024-02-01T01:00:00Z,2:14
0,BKN,Barclays Center,17732,1,2023-12-22T19:30:00Z,2023-12-23T00:30:00Z,2:17
1,SAC,Golden 1 Center,18153,1,2024-02-22T22:00:00Z,2024-02-23T03:00:00Z,2:03
1,DEN,Ball Arena,19631,1,2024-01-14T15:30:00Z,2024-01-14T20:30:00Z,2:16
1,SAC,Golden 1 Center,18198,1,2023-10-29T21:00:00Z,2023-10-30T01:00:00Z,2:38
0,ORL,Kia Center,19179,1,2023-12-27T19:00:00Z,2023-12-28T00:00:00Z,2:15
1,NYK,Madison Square Garden,19812,1,2023-11-24T19:30:00Z,2023-11-25T00:30:00Z,2:19
0,SAC,Golden 1 Center,18048,1,2023-12-04T22:00:00Z,2023-12-05T03:00:00Z,2:24
1,DET,Little Caesars Arena,19313,0,2024-03-13T19:00:00Z,2024-03-13T23:00:00Z,2:19
0,CHI,United Center,21114,1,2024-04-01T20:00:00Z,2024-04-02T00:00:00Z,2:07
1,MIN,Target Center,18024,1,2024-01-31T20:00:00Z,2024-02-01T01:00:00Z,2:12
0,TOR,Scotiabank Arena,19420,0,2023-12-23T19:30:00Z,2023-12-24T00:30:00Z,2:07
1,TOR,Scotiabank Arena,19800,1,2023-11-01T19:00:00Z,2023-11-01T23:00:00Z,2:20
1,OKC,Paycom Center,18203,1,2024-01-13T20:00:00Z,2024-01-14T01:00:00Z,2:10
1,MIN,Target Center,18024,1,2024-02-24T21:00:00Z,2024-02-25T02:00:00Z,2:21
0,MEM,FedExForum,16717,0,2024-03-13T20:00:00Z,2024-03-14T00:00:00Z,2:05
1,HOU,Toyota Center,16291,0,2023-12-06T20:00:00Z,2023-12-07T01:00:00Z,2:11
1,BOS,TD Garden,19156,1,2023-11-28T19:30:00Z,2023-11-29T00:30:00Z,2:01
0,LAL,Crypto.com Arena,18997,1,2023-12-25T17:00:00Z,2023-12-25T22:00:00Z,2:17
0,DAL,American Airlines Center,20277,1,2023-12-02T21:00:00Z,2023-12-03T02:00:00Z,2:22
0,POR,Moda Center,18630,0,2024-04-12T22:00:00Z,2024-04-13T02:00:00Z,2:08
1,MIA,Kaseya Center,19645,1,2024-03-24T18:00:00Z,2024-03-24T22:00:00Z,2:07
1,NYK,Madison Square Garden,19812,1,2023-11-30T19:30:00Z,2023-12-01T00:30:00Z,2:18
0,CLE,Rocket Mortgage FieldHouse,19432,1,2024-02-22T19:00:00Z,2024-02-23T00:00:00Z,2:15
1,MEM,FedExForum,16823,0,2024-01-26T20:00:00Z,2024-01-27T01:00:00Z,2:16
0,POR,Moda Center,18143,0,2024-02-27T22:00:00Z,2024-02-28T03:00:00Z,2:14
1,LAC,Crypto.com Arena,19370,1,2024-01-08T22:30:00Z,2024-01-09T03:30:00Z,2:11
0,SAS,Frost Bank Center,18354,1,2023-11-05T15:30:00Z,2023-11-05T20:30:00Z,2:36
0,MIL,Fiserv Forum,17922,1,2024-01-01T20:00:00Z,2024-01-02T01:00:00Z,2:22
0,CHI,United Center,20645,0,2023-11-03T20:00:00Z,2023-11-04T00:00:00Z,2:03
0,GSW,Chase Center,18064,1,2024-03-07T22:00:00Z,2024-03-08T03:00:00Z,2:17
0,PHI,Wells Fargo Center,21022,1,2024-03-27T19:30:00Z,2024-03-27T23:30:00Z,2:24
0,MEM,FedExForum,17798,1,2023-11-19T20:00:00Z,2023-11-20T01:00:00Z,2:10
1,NYK,Madison Square Garden,19812,1,2024-01-27T15:00:00Z,2024-01-27T20:00:00Z,2:23
1,DEN,Ball Arena,19659,1,2023-12-18T21:00:00Z,2023-12-19T02:00:00Z,2:04
1,BOS,TD Garden,19156,1,2024-02-04T18:00:00Z,2024-02-04T23:00:00Z,1:57
0,WAS,Capital One Arena,18079,0,2024-04-05T19:00:00Z,2024-04-05T23:00:00Z,2:14
0,ORL,Kia Center,19063,1,2024-01-19T19:00:00Z,2024-01-20T00:00:00Z,2:17
0,BKN,Barclays Center,17732,1,2024-03-19T19:30:00Z,2024-03-19T23:30:00Z,2:05
0,CHI,United Center,21089,1,2024-02-27T20:00:00Z,2024-02-28T01:00:00Z,2:05
1,NOP,Smoothie King Center,16331,0,2023-10-28T19:00:00Z,2023-10-28T23:00:00Z,2:09
0,IND,Gainbridge Fieldhouse,16004,0,2024-01-23T19:00:00Z,2024-01-24T00:00:00Z,2:16
1,LAC,Crypto.com Arena,19370,1,2023-11-25T22:30:00Z,2023-11-26T03:30:00Z,2:09
1,WAS,Capital One Arena,14495,0,2024-03-21T19:00:00Z,2024-03-21T23:00:00Z,2:13
0,SAS,Frost Bank Center,18046,0,2024-04-07T19:00:00Z,2024-04-07T23:00:00Z,2:52
1,CHA,Spectrum Center,17259,0,2024-02-10T19:00:00Z,2024-02-11T00:00:00Z,1:56
1,NOP,Smoothie King Center,16487,0,2023-12-11T20:00:00Z,2023-12-12T01:00:00Z,2:20
1,MIN,Target Center,18024,1,2024-03-04T20:00:00Z,2024-03-05T01:00:00Z,2:17
0,WAS,Capital One Arena,16886,0,2023-11-17T19:00:00Z,2023-11-18T00:00:00Z,2:18
