home_win,home_team_tricode,away_team_tricode,home_team_score,away_team_score,arena,gameTimeET,duration,attendance,sellout
,GSW,DEN,127,130,Chase Center,2024-01-04T22:00:00Z,2:23,18064,1
,HOU,DEN,107,104,Toyota Center,2023-11-12T19:00:00Z,2:10,18055,1
,CLE,SAS,117,115,Rocket Mortgage FieldHouse,2024-01-07T13:00:00Z,2:18,19432,1
,MIA,NOP,88,111,Kaseya Center,2024-03-22T20:00:00Z,1:57,19727,1
,DEN,SAS,132,120,Ball Arena,2023-11-26T20:00:00Z,2:19,19665,1
,WAS,DEN,104,113,Capital One Arena,2024-01-21T18:00:00Z,2:09,17107,0
,PHX,BKN,112,116,Footprint Center,2023-12-13T21:00:00Z,2:20,17071,1
,LAL,NOP,139,122,Crypto.com Arena,2024-02-09T22:30:00Z,2:14,18997,1
,PHX,LAC,92,105,Footprint Center,2024-04-09T22:00:00Z,2:11,17071,1
,PHI,BOS,107,117,Wells Fargo Center,2023-11-15T19:30:00Z,2:09,19773,1
,HOU,LAC,116,122,Toyota Center,2024-03-06T19:30:00Z,2:20,17033,0
,PHX,OKC,110,118,Footprint Center,2024-03-03T21:30:00Z,2:20,17071,1
,BKN,OKC,124,115,Barclays Center,2024-01-05T19:30:00Z,2:22,18147,1
,ORL,PHX,113,98,Kia Center,2024-01-28T18:00:00Z,2:24,18823,0
,MIL,DAL,132,125,Fiserv Forum,2023-11-18T20:00:00Z,2:07,18128,1
,MIA,GSW,92,113,Kaseya Center,2024-03-26T19:30:00Z,2:10,19813,1
,SAC,LAC,109,95,Golden 1 Center,2024-04-02T22:00:00Z,2:12,17832,1
,OKC,TOR,135,127,Paycom Center,2024-02-04T19:00:00Z,2:33,17059,0
,DEN,OKC,117,118,Ball Arena,2023-12-16T21:00:00Z,2:18,19611,1
,PHX,SAC,106,114,Footprint Center,2023-12-08T21:00:00Z,2:15,17071,1
,TOR,MIN,97,94,Scotiabank Arena,2023-10-25T19:30:00Z,2:10,19800,1
,CHA,PHI,89,97,Spectrum Center,2024-01-20T19:00:00Z,2:10,18261,0
,UTA,MIA,117,109,Delta Center,2023-12-30T17:00:00Z,2:19,18206,1
,POR,ORL,97,102,Moda Center,2023-10-27T22:00:00Z,2:19,19464,1
,PHI,MIA,98,91,Wells Fargo Center,2024-03-18T19:30:00Z,2:18,19782,1
,PHI,CHA,121,114,Wells Fargo Center,2024-03-01T19:00:00Z,2:11,19788,1
,MIA,CHI,118,116,Kaseya Center,2023-12-16T20:00:00Z,2:09,19815,1
,MIL,DEN,112,95,Fiserv Forum,2024-02-12T20:00:00Z,2:05,17444,1
,MIA,TOR,125,103,Kaseya Center,2024-04-12T20:00:00Z,2:08,19600,1
,LAC,HOU,105,116,Crypto.com Arena,2024-04-14T15:30:00Z,1:55,19370,1
,CLE,CHA,115,92,Rocket Mortgage FieldHouse,2024-03-25T19:00:00Z,2:04,19432,1
,SAS,ATL,135,137,Frost Bank Center,2023-11-30T20:00:00Z,2:18,17646,0
,UTA,LAL,122,138,Delta Center,2024-02-14T21:00:00Z,2:06,18206,1
,SAS,OKC,114,140,Frost Bank Center,2024-01-24T21:30:00Z,2:14,18130,0
,WAS,PHI,126,131,Capital One Arena,2023-12-06T19:00:00Z,2:07,15568,0
,MIL,WAS,131,128,Fiserv Forum,2023-11-24T20:00:00Z,2:20,17880,1
,OKC,NYK,129,120,Paycom Center,2023-12-27T20:00:00Z,2:15,18203,1
,MEM,DET,108,90,FedExForum,2024-04-05T20:00:00Z,2:01,16745,0
,MIA,SAS,116,104,Kaseya Center,2024-02-07T19:30:00Z,2:09,19652,1
,NOP,MEM,113,115,Smoothie King Center,2023-12-19T19:30:00Z,2:26,18355,1
,CLE,DET,128,121,Rocket Mortgage FieldHouse,2024-01-31T19:00:00Z,2:13,19432,1
,CHA,WAS,117,114,Spectrum Center,2023-11-22T19:00:00Z,2:13,16432,0
,ORL,LAC,97,100,Kia Center,2024-03-29T19:00:00Z,2:11,19452,1
,IND,DAL,133,111,Gainbridge Fieldhouse,2024-02-25T17:00:00Z,2:05,17274,1
,CHI,SAS,114,95,United Center,2023-12-21T20:00:00Z,2:02,20697,0
,CHA,TOR,117,123,Spectrum Center,2024-02-07T19:00:00Z,2:13,11720,0
,TOR,WAS,130,122,Scotiabank Arena,2024-04-07T18:00:00Z,2:24,19502,0
,UTA,HOU,100,101,Delta Center,2024-03-29T21:30:00Z,2:12,18206,1
,NOP,SAC,117,112,Smoothie King Center,2023-11-22T20:00:00Z,2:27,16012,0
,MEM,SAC,94,103,FedExForum,2024-01-29T20:00:00Z,2:01,15333,0
,GSW,POR,126,106,Chase Center,2023-12-23T20:30:00Z,2:09,18064,1
,DET,PHI,106,114,Little Caesars Arena,2023-11-10T19:00:00Z,2:19,18902,0
,LAC,MIA,121,104,Crypto.com Arena,2024-01-01T22:30:00Z,2:10,19370,1
,BKN,TOR,106,102,Barclays Center,2024-04-10T19:30:00Z,2:20,17732,1
,BKN,BOS,110,118,Barclays Center,2024-02-13T19:30:00Z,2:14,18053,1
,DAL,MIN,101,119,American Airlines Center,2023-12-14T20:30:00Z,2:12,20177,1
,ATL,DAL,143,148,State Farm Arena,2024-01-26T19:00:00Z,2:24,16149,0
,SAC,LAC,117,131,Golden 1 Center,2023-11-29T22:00:00Z,2:18,17829,1
,SAS,PHX,106,131,Frost Bank Center,2024-03-23T20:00:00Z,1:59,18354,1
,NOP,POR,126,107,Smoothie King Center,2024-03-16T19:00:00Z,2:09,17725,1
,SAS,DAL,119,126,Frost Bank Center,2023-10-25T21:30:00Z,2:20,18947,1
,GSW,DAL,104,100,Chase Center,2024-04-02T22:00:00Z,2:20,18064,1
,MIN,DAL,118,110,Target Center,2023-12-28T20:00:00Z,2:24,18024,1
,BKN,BOS,114,124,Barclays Center,2023-11-04T20:00:00Z,2:11,17983,1
,PHI,DEN,126,121,Wells Fargo Center,2024-01-16T19:30:00Z,2:28,19775,1
,ATL,UTA,124,97,State Farm Arena,2024-02-27T19:30:00Z,2:05,17129,1
,UTA,DET,154,148,Delta Center,2024-01-03T21:00:00Z,2:43,18206,1
,DEN,LAC,111,108,Ball Arena,2023-11-14T22:00:00Z,2:30,19661,1
,NYK,PHI,73,79,Madison Square Garden,2024-03-10T19:00:00Z,2:19,19812,1
,MIN,SAC,120,124,Target Center,2024-03-01T20:00:00Z,2:37,18024,1
,LAL,PHX,109,127,Crypto.com Arena,2024-01-11T22:00:00Z,2:19,18416,0
,NYK,SAS,126,105,Madison Square Garden,2023-11-08T19:30:00Z,2:12,19812,1
,DEN,NYK,113,100,Ball Arena,2024-03-21T21:00:00Z,2:13,19811,1
,ORL,CHA,130,117,Amway Center,2023-11-26T18:00:00Z,2:16,18846,1
,LAC,LAL,127,116,Crypto.com Arena,2024-01-23T22:00:00Z,2:11,19370,1
,OKC,MEM,124,93,Paycom Center,2024-03-10T19:00:00Z,2:02,18203,1
,SAS,SAC,120,129,Frost Bank Center,2023-11-17T19:30:00Z,2:21,18354,1
,OKC,BOS,127,123,Paycom Center,2024-01-02T20:00:00Z,2:18,18203,1
,LAL,SAC,110,125,Crypto.com Arena,2023-11-15T22:00:00Z,2:13,18687,0
,NYK,CHA,129,107,Madison Square Garden,2023-11-12T12:00:00Z,2:10,19812,1
,CLE,BKN,111,102,Accor Arena,2024-01-11T14:00:00Z,2:31,15887,1
,ORL,DET,113,91,Kia Center,2024-03-03T18:00:00Z,2:11,19459,1
,DEN,OKC,93,119,Ball Arena,2023-12-29T21:00:00Z,2:05,19808,1
,NYK,BOS,104,108,Madison Square Garden,2023-10-25T19:00:00Z,2:40,19812,1
,DEN,HOU,106,114,Ball Arena,2023-12-08T21:00:00Z,2:28,19544,1
,UTA,ATL,124,122,Delta Center,2024-03-15T21:30:00Z,2:12,18206,0
,SAC,MEM,121,111,Golden 1 Center,2024-03-18T22:00:00Z,2:43,17832,1
,NOP,CHI,106,114,Smoothie King Center,2024-02-25T19:00:00Z,2:06,18684,1
,ATL,ORL,106,104,State Farm Arena,2024-01-17T19:30:00Z,2:14,14541,0
,NYK,CLE,89,95,Madison Square Garden,2023-11-01T19:30:00Z,2:22,19812,1
,CHA,CLE,118,111,Spectrum Center,2024-03-27T19:00:00Z,2:10,15303,0
,IND,ORL,116,128,Gainbridge Fieldhouse,2023-11-19T17:00:00Z,2:27,17276,1
,BOS,NOP,118,112,TD Garden,2024-01-29T19:30:00Z,2:08,19156,1
,ORL,GSW,93,101,Kia Center,2024-03-27T19:00:00Z,2:11,19210,1
,BKN,PHI,99,121,Barclays Center,2023-11-19T15:00:00Z,2:07,17934,1
,CLE,LAC,118,108,Rocket Mortgage FieldHouse,2024-01-29T19:00:00Z,2:18,19432,1
,HOU,PHI,127,131,Toyota Center,2023-12-29T20:00:00Z,2:18,18055,1
,IND,WAS,143,120,Gainbridge Fieldhouse,2023-10-25T19:00:00Z,2:07,16004,0
,UTA,LAC,103,117,Delta Center,2023-12-08T22:00:00Z,2:21,18206,1
,HOU,CLE,117,103,Toyota Center,2024-03-16T17:00:00Z,2:02,18055,1
,GSW,NYK,112,119,Chase Center,2024-03-18T22:00:00Z,2:18,18064,1
,HOU,OKC,110,123,Toyota Center,2024-02-25T19:00:00Z,2:11,18055,1
,BOS,SAS,117,98,TD Garden,2024-01-17T19:30:00Z,2:00,19156,1
,OKC,NOP,106,110,Paycom Center,2023-11-01T19:30:00Z,2:32,15764,0
,CLE,BKN,101,120,Rocket Mortgage FieldHouse,2024-03-10T19:00:00Z,2:05,19432,1
,CHI,ORL,97,103,United Center,2023-11-17T20:00:00Z,2:17,20235,0
,GSW,ORL,121,115,Chase Center,2024-01-02T22:00:00Z,2:28,18064,1
,POR,CLE,95,109,Moda Center,2023-11-15T22:00:00Z,2:10,18137,0
,GSW,CLE,110,118,Chase Center,2023-11-11T20:30:00Z,2:48,18064,1
,LAC,TOR,126,120,Crypto.com Arena,2024-01-10T22:30:00Z,2:07,19370,1
,TOR,CHA,111,106,Scotiabank Arena,2024-03-03T18:00:00Z,2:14,19512,0
,DAL,UTA,113,97,American Airlines Center,2024-03-21T20:30:00Z,2:19,20277,1
,MEM,MIN,97,119,FedExForum,2023-11-26T18:00:00Z,2:16,15764,0
,DET,CHA,113,106,Little Caesars Arena,2024-01-24T19:00:00Z,2:10,15020,0
,LAL,MIA,96,110,Crypto.com Arena,2024-01-03T22:00:00Z,2:14,18997,1
,GSW,MIN,101,104,Chase Center,2023-11-14T22:00:00Z,2:26,18064,1
,MIA,WAS,108,110,Kaseya Center,2024-03-10T18:00:00Z,2:13,19730,1
,NOP,IND,129,102,Smoothie King Center,2024-03-01T20:00:00Z,2:10,17898,1
,DAL,NYK,128,124,American Airlines Center,2024-01-11T20:30:00Z,2:24,20040,1
,BKN,LAC,100,93,Barclays Center,2023-11-08T19:30:00Z,2:03,17933,1
,CHI,WAS,127,98,United Center,2024-03-16T20:00:00Z,2:17,21697,1
,UTA,SAC,114,130,Delta Center,2023-10-25T21:00:00Z,2:19,18206,1
,NOP,PHX,109,123,Smoothie King Center,2024-01-19T20:00:00Z,2:08,18686,1
,CHI,IND,104,120,United Center,2023-12-28T20:00:00Z,2:12,21568,1
,HOU,SAC,107,89,Toyota Center,2023-11-04T20:00:00Z,2:07,18055,1
,PHX,SAC,119,117,Footprint Center,2024-01-16T21:00:00Z,2:13,17071,1
,WAS,GSW,112,123,Capital One Arena,2024-02-27T19:00:00Z,2:01,20333,1
,MIA,DAL,92,111,Kaseya Center,2024-04-10T19:30:00Z,2:10,19660,1
,LAC,MIN,100,121,Crypto.com Arena,2024-02-12T22:30:00Z,2:06,19370,1
,MIA,CHI,116,124,Kaseya Center,2023-12-14T19:30:00Z,2:19,19653,1
,CHA,HOU,104,138,Spectrum Center,2024-01-26T19:00:00Z,2:09,16164,0
,CLE,POR,95,103,Rocket Mortgage FieldHouse,2023-11-30T19:00:00Z,2:05,19432,1
,HOU,UTA,147,119,Toyota Center,2024-03-23T20:00:00Z,2:10,18055,1
,WAS,CHA,117,124,Capital One Arena,2023-11-10T19:00:00Z,2:15,17602,0
,PHI,CHI,110,97,Wells Fargo Center,2024-01-02T19:00:00Z,2:16,19772,1
,MEM,IND,116,103,FedExForum,2023-12-21T20:00:00Z,2:15,18160,1
,PHI,GSW,104,127,Wells Fargo Center,2024-02-07T19:30:00Z,2:13,19780,1
,ORL,CHI,113,98,Kia Center,2024-04-07T18:00:00Z,2:12,19276,1
,SAC,DAL,103,107,Golden 1 Center,2024-03-29T22:00:00Z,2:13,17832,1
,MIN,PHI,112,99,Target Center,2023-11-22T20:00:00Z,2:10,18024,1
,HOU,LAL,135,119,Toyota Center,2024-01-29T20:00:00Z,2:13,18055,1
,DAL,SAS,144,119,American Airlines Center,2023-12-23T20:30:00Z,2:08,20409,1
,PHX,LAL,123,113,Footprint Center,2024-02-25T15:30:00Z,2:20,17071,1
,HOU,MIA,104,119,Toyota Center,2024-04-05T20:00:00Z,2:04,18055,1
,LAC,NOP,106,117,Crypto.com Arena,2024-02-07T22:00:00Z,2:17,19370,1
,MIL,SAS,132,119,Fiserv Forum,2023-12-19T20:00:00Z,2:08,17729,1
,CHA,CHI,110,117,Spectrum Center,2024-01-31T19:00:00Z,2:09,13712,0
,GSW,HOU,121,116,Chase Center,2023-11-20T22:00:00Z,2:09,18064,1
,WAS,DET,87,96,Capital One Arena,2024-03-29T19:00:00Z,2:05,15023,0
,ATL,BKN,113,114,State Farm Arena,2023-12-06T19:30:00Z,2:22,15906,0
,HOU,DEN,105,86,Toyota Center,2023-11-24T20:00:00Z,2:07,18055,1
,HOU,PHX,113,129,Toyota Center,2023-12-27T20:00:00Z,2:14,18055,1
,CLE,ATL,127,119,Rocket Mortgage FieldHouse,2023-12-16T19:30:00Z,2:09,19432,1
,MEM,NOP,87,96,FedExForum,2024-02-12T20:00:00Z,2:06,15823,0
,MEM,LAL,120,123,FedExForum,2024-04-12T20:00:00Z,2:20,17794,1
,GSW,UTA,123,116,Chase Center,2024-04-14T15:30:00Z,2:05,18064,1
,LAL,IND,150,145,Crypto.com Arena,2024-03-24T22:00:00Z,2:20,18997,1
,GSW,LAC,120,114,Chase Center,2023-11-30T22:00:00Z,2:24,18064,0
,GSW,LAC,125,130,Chase Center,2024-02-14T22:00:00Z,2:33,18064,1
,HOU,POR,131,137,Toyota Center,2024-01-24T20:00:00Z,2:25,18055,1
,BOS,DAL,138,110,TD Garden,2024-03-01T19:30:00Z,2:08,19156,1
,MIL,IND,119,128,T-Mobile Arena,2023-12-07T17:00:00Z,2:27,16837,0
,MIA,DET,103,102,Kaseya Center,2023-10-25T19:30:00Z,2:14,19695,1
,DET,MIL,135,141,Little Caesars Arena,2024-01-20T15:00:00Z,2:27,19996,0
,LAC,MEM,117,106,Crypto.com Arena,2023-12-29T22:30:00Z,2:15,19370,1
,SAC,GSW,114,122,Golden 1 Center,2023-10-27T22:00:00Z,2:23,18250,1
,BOS,DET,119,94,TD Garden,2024-03-18T19:30:00Z,1:53,19156,1
,DET,OKC,120,104,Little Caesars Arena,2024-01-28T14:00:00Z,1:56,16861,0
,CHI,MIA,102,97,United Center,2023-11-18T20:00:00Z,2:18,18063,0
,MIL,LAL,124,128,Fiserv Forum,2024-03-26T19:30:00Z,3:04,18085,1
,UTA,CLE,113,129,Delta Center,2024-04-02T21:00:00Z,2:06,18206,1
,UTA,MIL,123,108,Delta Center,2024-02-04T20:00:00Z,2:15,18206,1
,POR,DAL,120,131,Moda Center,2023-12-16T21:00:00Z,2:12,18439,0
,TOR,MIL,112,128,Scotiabank Arena,2023-11-15T19:30:00Z,2:15,19800,1
,PHI,MEM,109,115,Wells Fargo Center,2024-03-06T19:30:00Z,2:23,19757,1
,BKN,MEM,102,106,Barclays Center,2024-03-04T19:30:00Z,2:28,15847,0
,IND,ATL,150,116,Gainbridge Fieldhouse,2024-01-05T19:00:00Z,2:04,17274,1
,TOR,OKC,103,123,Scotiabank Arena,2024-03-22T19:00:00Z,2:02,19601,0
,DET,WAS,107,126,Little Caesars Arena,2023-11-27T19:00:00Z,2:18,14346,0
,HOU,BOS,107,116,Toyota Center,2024-01-21T19:00:00Z,2:10,18055,1
,SAS,LAL,119,122,Frost Bank Center,2023-12-13T20:00:00Z,2:14,18354,1
,SAC,DEN,135,106,Golden 1 Center,2024-02-09T22:00:00Z,2:10,17832,1
,POR,NOP,100,110,Moda Center,2024-04-09T22:00:00Z,2:01,18341,0
,MIL,LAC,113,106,Fiserv Forum,2024-03-04T20:00:00Z,2:14,17875,1
,ATL,PHI,116,126,State Farm Arena,2023-11-17T19:30:00Z,2:20,17067,1
,BOS,UTA,126,97,TD Garden,2024-01-05T19:00:00Z,2:10,19156,1
,NOP,DAL,124,136,Smoothie King Center,2023-11-12T19:00:00Z,2:10,16302,0
,HOU,MIL,112,108,Toyota Center,2024-01-06T20:00:00Z,2:38,18055,1
,BKN,NYK,103,108,Barclays Center,2024-01-23T19:30:00Z,2:13,17732,1
,MIL,POR,108,102,Fiserv Forum,2023-11-26T15:30:00Z,2:30,17602,1
,ORL,NOP,121,106,Kia Center,2024-03-21T19:00:00Z,2:09,17094,0
,BKN,SAC,77,107,Barclays Center,2024-04-07T19:30:00Z,2:06,17732,1
,BKN,SAS,123,103,Barclays Center,2024-02-10T18:00:00Z,2:10,18005,1
,MIL,CHI,133,129,Fiserv Forum,2023-12-11T20:00:00Z,2:42,17440,1
,CHA,SAS,124,120,Spectrum Center,2024-01-19T19:00:00Z,2:11,19093,1
,WAS,HOU,114,137,Capital One Arena,2024-03-19T19:00:00Z,2:11,14137,0
,MIN,SAS,114,105,Target Center,2024-02-27T20:00:00Z,1:60,18024,1
,CLE,IND,113,125,Rocket Mortgage FieldHouse,2023-10-28T19:30:00Z,2:10,19432,1
,TOR,NYK,101,145,Scotiabank Arena,2024-03-27T19:30:00Z,2:06,19133,0
,DAL,SAC,113,129,American Airlines Center,2023-11-19T19:30:00Z,2:10,20211,1
,DET,WAS,104,118,Little Caesars Arena,2024-01-27T12:00:00Z,2:08,16922,0
,UTA,BKN,125,108,Delta Center,2023-12-18T21:00:00Z,2:10,18206,1
,CHA,IND,99,115,Spectrum Center,2024-02-04T18:00:00Z,2:15,15687,0
,IND,OKC,126,112,Gainbridge Fieldhouse,2024-04-05T19:00:00Z,2:12,17274,1
,IND,NOP,123,114,Gainbridge Fieldhouse,2024-02-28T19:30:00Z,2:16,16010,0
,MIL,UTA,116,132,Fiserv Forum,2024-01-08T20:00:00Z,2:10,17341,1
,DET,PHX,106,120,Little Caesars Arena,2023-11-05T15:00:00Z,2:21,20062,1
,DEN,CHA,111,93,Ball Arena,2024-01-01T21:00:00Z,2:02,19625,1
,OKC,GSW,139,141,Paycom Center,2023-11-03T20:00:00Z,2:40,16827,0
,DEN,BOS,115,109,Ball Arena,2024-03-07T22:00:00Z,2:25,19855,1
,MIL,ATL,132,121,Fiserv Forum,2023-12-02T20:00:00Z,2:04,17866,1
,GSW,NOP,109,114,Chase Center,2024-04-12T22:00:00Z,2:12,18064,1
,LAC,PHI,107,121,Crypto.com Arena,2024-03-24T15:30:00Z,2:02,19370,1
,CHI,MIL,120,113,United Center,2023-11-30T20:00:00Z,2:36,19838,0
,IND,DET,129,115,Gainbridge Fieldhouse,2024-02-22T19:00:00Z,2:08,16506,0
,MIL,CLE,100,112,Fiserv Forum,2024-01-26T20:00:00Z,2:28,17855,1
,ATL,WAS,130,121,State Farm Arena,2023-11-01T19:30:00Z,2:10,15925,0
,DAL,NOP,108,118,American Airlines Center,2024-01-13T20:30:00Z,2:10,20155,1
,DET,ORL,109,112,Little Caesars Arena,2024-02-24T20:00:00Z,2:10,19388,0
,NOP,CLE,95,116,Smoothie King Center,2024-03-13T20:00:00Z,1:57,17727,1
,DAL,UTA,147,97,American Airlines Center,2023-12-06T20:30:00Z,2:02,19877,1
,LAC,NOP,106,116,Crypto.com Arena,2023-11-24T22:30:00Z,2:20,19370,1
,DEN,GSW,120,114,Ball Arena,2023-12-25T14:30:00Z,2:23,19811,1
,ORL,POR,104,103,Kia Center,2024-04-01T19:00:00Z,2:12,19004,1
,SAS,ORL,98,108,Frost Bank Center,2024-01-31T20:00:00Z,2:11,17081,0
,BKN,DET,126,115,Barclays Center,2023-12-23T19:30:00Z,2:20,17732,1
,GSW,LAL,128,110,Chase Center,2024-02-22T22:00:00Z,2:15,18064,1
,MIA,CHA,104,87,Kaseya Center,2024-01-14T18:00:00Z,2:14,19831,1
,CHA,BKN,121,133,Spectrum Center,2023-10-30T19:00:00Z,2:12,14491,0
,LAC,CHA,113,104,Crypto.com Arena,2023-12-26T22:30:00Z,2:06,19370,1
,MEM,PHX,89,110,FedExForum,2023-11-24T17:00:00Z,2:05,17794,1
,CLE,ORL,121,111,Rocket Mortgage FieldHouse,2023-12-06T19:00:00Z,2:25,19432,1
,ORL,BKN,114,106,Kia Center,2024-03-13T19:00:00Z,2:17,18846,1
,DEN,POR,120,108,Ball Arena,2024-02-02T21:00:00Z,2:07,19622,0
,SAC,UTA,127,106,Golden 1 Center,2024-03-31T21:00:00Z,2:13,18332,1
,OKC,PHX,128,103,Paycom Center,2024-03-29T20:00:00Z,2:10,18203,1
,BOS,MIL,119,116,TD Garden,2023-11-22T19:30:00Z,2:13,19156,1
,MIA,SAC,115,106,Kaseya Center,2024-01-31T19:30:00Z,2:06,19600,1
,PHI,TOR,121,111,Wells Fargo Center,2023-12-22T19:00:00Z,2:13,20230,1
,DEN,NOP,134,116,Ball Arena,2023-11-06T21:00:00Z,2:09,19544,1
,CHA,CHI,112,119,Spectrum Center,2024-01-08T19:00:00Z,2:19,14418,0
,DEN,MIA,103,97,Ball Arena,2024-02-29T22:00:00Z,2:30,19634,1
,WAS,CHA,112,100,Capital One Arena,2024-03-08T19:00:00Z,2:08,18778,0
,SAS,MIN,110,117,Frost Bank Center,2023-11-10T20:00:00Z,2:18,18354,1
,MIN,LAL,108,106,Target Center,2023-12-30T20:00:00Z,2:29,18024,1
,SAC,DEN,123,117,Golden 1 Center,2023-12-02T22:00:00Z,2:14,17829,1
,DAL,SAS,116,93,American Airlines Center,2024-02-14T20:30:00Z,1:57,20311,1
,MIN,PHX,106,125,Target Center,2024-04-14T15:30:00Z,2:12,18024,1
